School,City,State,County,Latitude,Longitude
Paul Mitchell The School-Farmington Hills,Farmington Hills,MI,Oakland ,42.498205,-83.357682
Paul Mitchell the School-Merrillville,Merrillville,IN,Lake ,41.47368,-87.336518
Paul Mitchell the School-Lansing,Lansing,MI,Ingham ,42.73455,-84.508781
Ricci's Academy of Cosmetology,Newtown,CT,Fairfield ,41.392938,-73.290525
Yahweh Beauty Academy,Killeen,TX,Bell ,31.112893,-97.700269
Preparing People Barber Styling College,Dallas,TX,Dallas ,32.773309,-96.764386
Arizona School of Integrative Studies,Tucson,AZ,Pima ,32.23013,-110.969111
Lee Professional Institute,Fort Myers,FL,Lee ,26.60411,-81.851331
Park Place Premier Barber School,New Orleans,LA,Orleans Parish,29.997288,-90.061019
The Salon Professional Academy-San Jose,San Jose,CA,Santa Clara ,37.292025,-121.989475
Tri-Community Adult Education,Covina,CA,Los Angeles ,34.104391,-117.887096
Jolie Health and Beauty Academy-Turnersville,Turnersville,NJ,Gloucester ,39.753827,-75.044514
Ross Medical Education Center-Owensboro,Owensboro,KY,Daviess ,37.72084,-87.119243
Ross Medical Education Center-Evansville,Evansville,IN,Vanderburgh ,37.978574,-87.490569
Ross Medical Education Center-Johnson City,Johnson City,TN,Washington ,36.35971,-82.383171
North-West College-Anaheim,Anaheim,CA,Orange ,33.839313,-117.959766
North-West College-Long Beach,Long Beach,CA,Los Angeles ,33.801894,-118.14854
Branford Hall Career Institute-Amityville,Amityville,NY,Suffolk ,40.704206,-73.427979
Taylor Andrews Academy of Hair Design-Provo,Provo,UT,Utah ,40.261578,-111.669298
University of Florida-Online,Gainesville,FL,Alachua ,29.649413,-82.339848
Ogle School Hair Skin Nails-Stafford,Stafford,TX,Fort Bend ,29.63502,-95.588371
University of Phoenix-Arizona,Phoenix,AZ,Maricopa ,33.41128,-112.012761
University of Phoenix-California,Ontario,CA,San Bernardino ,34.065748,-117.58377
University of Phoenix-Colorado,Lone Tree,CO,Douglas ,39.55155,-104.873171
University of Phoenix-Florida,Orlando,FL,Orange ,28.445605,-81.419552
University of Phoenix-Georgia,Atlanta,GA,Fulton ,33.928881,-84.35887
University of Phoenix-Louisiana,Baton Rouge,LA,East Baton Rouge Parish,30.422403,-91.150412
University of Phoenix-Michigan,Southfield,MI,Oakland ,42.482261,-83.242621
University of Phoenix-Nevada,Las Vegas,NV,Clark ,36.12164,-115.322506
University of Phoenix-North Carolina,Charlotte,NC,Mecklenburg ,35.152358,-80.949346
University of Phoenix-Tennessee,Cordova,TN,Shelby ,35.129851,-89.796683
University of Phoenix-Texas,Houston,TX,Harris ,29.7837,-95.585258
University of Phoenix-Virginia,Virginia Beach,VA,Virginia Beach city,36.841322,-76.136237
University of Phoenix-Pennsylvania,Philadelphia,PA,Philadelphia ,39.95219,-75.169354
Tint School of Makeup & Cosmetology-Seattle,Seattle,WA,King ,47.61149,-122.338591
CEM College-Mayaguez,Mayaguez,PR,Mayagüez Municipio,18.199097,-67.146379
University of West Los Angeles,Inglewood,CA,Los Angeles ,33.947341,-118.36957
Rabbinical College Ohr Yisroel,Brooklyn,NY,Kings ,40.629707,-73.896524
Aveda Institute-Phoenix,Tempe,AZ,Maricopa ,33.338893,-111.968721
University of North Texas at Dallas,Dallas,TX,Dallas ,32.659588,-96.803446
Dermal Science International Aesthetics and Nail Academy,Reston,VA,Fairfax ,38.949679,-77.336748
BridgeValley Community & Technical College,South  Charleston,WV,Kanawha ,38.353846,-81.6983
Northwest College-Medford,Medford,OR,Jackson ,42.369051,-122.852524
Houston Training Schools-Gessner,Houston,TX,Harris ,29.72401,-95.540324
Empire Beauty School-Buffalo,Cheektowaga,NY,Erie ,42.908206,-78.755118
Paul Mitchell the School-Toledo,Sylvania,OH,Lucas ,41.706636,-83.668124
Georgia Military College,Milledgeville,GA,Baldwin ,33.07944,-83.224211
Georgia Military College - Zebulon,Zebulon,GA,Pike ,33.095126,-84.342379
Georgia Military College - Albany,Albany,GA,Dougherty ,31.554677,-84.177347
Georgia Military College - Valdosta,Valdosta,GA,Lowndes ,30.890592,-83.266462
Georgia Military College - Augusta,Martinez,GA,Columbia ,33.510478,-82.085602
Georgia Military College - Fairburn,Fairburn,GA,Fulton ,33.572047,-84.573301
Georgia Military College - Robins,Warner Robins,GA,Houston ,32.625374,-83.61028
Georgia Military College - Columbus,Columbus,GA,Muscogee ,32.550068,-84.89451
Georgia Military College - Sandersville,Sandersville,GA,Washington ,32.96636,-82.804932
Georgia Military College - Madison,Madison,GA,Morgan ,33.594638,-83.469406
Georgia Military College - Stone Mountain,Stone Mountain,GA,DeKalb ,33.806498,-84.171302
Georgia Military College - Fayetteville,Fayetteville,GA,Fayette ,33.45653,-84.511568
Georgia Military College - Dublin,Dublin,GA,Laurens ,32.538593,-82.904143
Georgia Military College - Eastman,Eastman,GA,Dodge ,32.191443,-83.180677
New Horizons Medical Institute-Winder,Winder,GA,Barrow ,33.993796,-83.716756
SAE Institute of Technology-Chicago,Chicago,IL,Cook ,41.897213,-87.637674
Beau Monde Academy of Cosmetology,Portland,OR,Multnomah ,45.531839,-122.65456
Fountain of Youth Academy of Cosmetology,Mars,PA,Butler ,40.695116,-80.033069
California College San Diego,San Diego,CA,San Diego ,32.835221,-117.166966
West Coast University-Miami,Doral,FL,Miami-Dade ,25.81071,-80.347651
National American University-Harold D. Buckingham Graduate School,Rapid City,SD,Pennington ,44.031511,-103.250211
All Beauty College,Kingman,AZ,Mohave ,35.239812,-114.027481
Aparicio-Levy Technical College,Tampa,FL,Hillsborough ,27.990625,-82.332285
Fred D. Learey Technical College,Tampa,FL,Hillsborough ,27.996805,-82.437336
The Vocational Nursing Institute Inc,Houston,TX,Harris ,29.903883,-95.587085
Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL,Palm Beach ,26.649613,-80.057435
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,Seminole ,28.633003,-81.321511
Empire Beauty School-Cheltenham,Wyncote,PA,Montgomery ,40.082265,-75.16864
High Tech High Graduate School of Education,San Diego,CA,San Diego ,32.732001,-117.217661
Coachella Valley Beauty College-Hemet,Hemet,CA,Riverside ,33.745675,-117.010783
Coastal Pines Technical College,Waycross,GA,Ware ,31.212781,-82.3821
Carrington College-Administrative Office,Sacramento,CA,Sacramento ,38.556104,-121.371383
Studio Beauty School,Spokane Valley,WA,Spokane ,47.657655,-117.270239
Latin Beauty Academy,greenacres,FL,Palm Beach ,26.64951,-80.143681
Associated Barber College of San Diego,San Diego,CA,San Diego ,32.719318,-117.159908
ABCO Technology,Inglewood,CA,Los Angeles ,33.932121,-118.369774
International Sports Sciences Association,Carpinteria,CA,Santa Barbara ,34.38768,-119.486417
International Hair and Barber Academy,Boca Raton,FL,Palm Beach ,26.351147,-80.154998
University of Texas Health Science Center at Tyler,Tyler,TX,Smith ,32.425963,-95.213526
California Intercontinental University,Irvine,CA,Orange ,33.696413,-117.850961
Infinity College,Lafayette,LA,Lafayette Parish,30.212802,-92.007925
Universal Healthcare Careers College,Los Angeles,CA,Los Angeles ,34.0499,-118.274771
MKG Beauty & Business,Cranston,RI,Providence ,41.78608,-71.472161
New Beginnings Beauty Academy,Pine Bluff,AR,Jefferson ,34.203735,-92.019193
Dolce LLC The Academy,Waterbury,CT,New Haven ,41.540983,-72.991263
American College of the Building Arts,Charleston,SC,Charleston ,32.805094,-79.946888
River Valley School of Massage,Russellville,AR,Pope ,35.28311,-93.110811
The Beauty School,Mountain Home,AR,Baxter ,36.347041,-92.36894
Atlantis University,Miami,FL,Miami-Dade ,25.788978,-80.18942
Westchester School for Dental Assistant,Elmsford,NY,Westchester ,41.057111,-73.823556
K & G 5 Star Barber College,League City,TX,Galveston ,29.443105,-95.088354
Studio Incamminati,Philadelphia,PA,Philadelphia ,39.958981,-75.158463
Salon Boutique Academy,Addison,TX,Dallas ,32.954908,-96.841676
Antioch University Online,Yellow Springs,OH,Greene ,39.80321,-83.908684
GA Beauty & Barber School,McAllen,TX,Hidalgo ,26.237585,-98.257166
The Recording Conservatory of Austin,Austin,TX,Travis ,30.360236,-97.831161
VH Barber & Styling Academy,Bossier City,LA,Bossier Parish,32.515941,-93.734012
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,Kings ,40.607809,-73.969945
Yeshiva Gedola Ohr Yisrael,Brooklyn,NY,Kings ,40.61359,-73.944041
Yeshiva Sholom Shachna,Brooklyn,NY,Kings ,40.6275,-73.973431
Bethlehem College & Seminary,Minneapolis,MN,Hennepin ,44.968872,-93.255399
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,Nassau ,40.775582,-73.702257
GDS Institute,South Gate,CA,Los Angeles ,33.966151,-118.224776
Professional Academy of Cosmetology,Norristown,PA,Montgomery ,40.114113,-75.332974
Theatre of Arts,Hollywood,CA,Los Angeles ,34.0984,-118.338144
Westchester College of Nursing & Allied Health,Los Angeles,CA,Los Angeles ,33.95487,-118.396511
Treasure Coast Technical College,Vero Beach,FL,Indian River ,27.678049,-80.413849
American College of Barbering,Louisville,KY,Jefferson ,38.084678,-85.670147
American College of Barbering - Florence,Florence,KY,Boone ,38.987675,-84.641416
Beth Medrash Meor Yitzchok,Monsey,NY,Rockland ,41.100906,-74.060843
Mingo Extended Learning Center,Delbarton,WV,Mingo ,37.677016,-82.176972
San Ignacio University,Doral,FL,Miami-Dade ,25.812652,-80.365552
ZMS,Los Angeles,CA,Los Angeles ,34.047305,-118.209424
Valor Christian College,Canal Winchester,OH,Franklin ,39.891571,-82.829696
Bethany Global University,Bloomington,MN,Hennepin ,44.795501,-93.371754
Bella Academy of Cosmetology,Oshkosh,WI,Winnebago ,44.018434,-88.542233
Princess Beauty School,Dearborn Heights,MI,Wayne ,42.325986,-83.293187
HVAC Technical Institute,Chicago,IL,Cook ,41.809897,-87.733452
Unilatina International College,Miramar,FL,Broward ,25.97989,-80.283123
San Francisco Film School,San Francisco,CA,San Francisco ,37.791643,-122.401124
Center for Ultrasound Research & Education,White Plains,NY,Westchester ,41.028851,-73.746486
Culinary Tech Center,New York,NY,New York ,40.75406,-73.999001
Randolph Technical Center,Elkins,WV,Randolph ,38.890857,-79.852118
AMG School of Licensed Practical Nursing,Brooklyn,NY,Kings ,40.692794,-73.982035
Saint Michael College of Allied Health,Alexandria,VA,Fairfax ,38.73234,-77.10051
Presidio Graduate School,San Francisco,CA,San Francisco ,37.80026,-122.475292
"Sandra Academy of Salon Services, Inc",New Tazewell,TN,Claiborne ,36.444823,-83.586525
Wright Graduate University for the Realization of Human Potential,Elkhorn,WI,Walworth ,42.767178,-88.591085
California Jazz Conservatory,Berkeley,CA,Alameda ,37.871235,-122.268878
California Barber and Beauty College,San Diego,CA,San Diego ,32.757282,-117.0814
Laredo CHI Academy Beauty School,Laredo,TX,Webb ,27.575732,-99.467036
Florida International Training Institute,Miami,FL,Miami-Dade ,25.797851,-80.314681
The Training Domain,Fort Myers,FL,Lee ,26.55882,-81.878721
Gould's Academy,Memphis,TN,Shelby ,35.098298,-89.860578
Aviation Institute of Maintenance,Freemont,CA,Alameda ,37.468594,-121.92135
Paul Mitchell the School-Tulsa,Tulsa,OK,Tulsa ,36.132259,-95.82023
PPG Technical College,Caguas,PR,Caguas Municipio,18.247162,-66.038451
Wave Leadership College,Virginia Beach,VA,Virginia Beach city,36.86471,-76.043121
Academy of Professional Cosmetology,Rogers,AR,Benton ,36.35541,-94.157411
Empire Beauty School-Northlake,Atlanta,GA,DeKalb ,33.847741,-84.256996
Ross Medical Education Center-Huntsville,Huntsville,AL,Madison ,34.736871,-86.661349
Ross Medical Education Center-Knoxville,Knoxville,TN,Knox ,35.912854,-84.096882
Jolie Health & Beauty Academy-Cherry Hill,Cherry Hill,NJ,Camden ,39.880166,-75.005249
Ross Medical Education Center-Muncie,Muncie,IN,Delaware ,40.23238,-85.390811
Cortiva Institute-Arlington,Arlington,TX,Tarrant ,32.6769,-97.119031
Tulsa Welding School-Houston,Houston,TX,Harris ,29.950897,-95.413192
Pima Medical Institute-El Paso,El Paso,TX,El Paso ,31.73814,-106.326782
Pima Medical Institute-Phoenix,Phoenix,AZ,Maricopa ,33.608723,-112.118075
Kennesaw State University,Kennesaw,GA,Cobb ,34.038807,-84.583052
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,Lincoln,NE,Lancaster ,40.756017,-96.641266
All Beauty College,Lake Havasu City,AZ,Mohave ,34.49606,-114.338235
Eastern Suffolk BOCES,Riverhead,NY,Suffolk ,40.927928,-72.671895
Eastern Suffolk BOCES,Oakdale,NY,Suffolk ,40.745531,-73.109752
Milligan College,Milligan College,TN,Carter ,36.300147,-82.29407
Chamberlain University-Nevada,Las Vegas,NV,Clark ,36.185176,-115.313525
Chamberlain University-Michigan,Troy,MI,Oakland ,42.556474,-83.150516
Chamberlain University-New Jersey,North Brunswick,NJ,Middlesex ,40.465934,-74.438877
Hussian College-Studio School Los Angeles,Los Angeles,CA,Los Angeles ,34.054877,-118.26069
Paul Mitchell the School-Madison,Madison,WI,Dane ,43.064984,-89.503169
The University of Tennessee Health Science Center,Memphis,TN,Shelby ,35.140231,-90.033138
Unitech Training Academy-New Orleans,New Orleans,LA,Jefferson Parish,29.948535,-90.183521
Wade Gordon Hairdressing Academy-Lubbock,Lubbock,TX,Lubbock ,33.524818,-101.869638
Protege Academy,Mt. Pleasant,MI,Isabella ,43.61137,-84.751095
Emory University-Oxford College,Oxford,GA,Newton ,33.6191,-83.871141
The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,LA,Orleans Parish,29.96527,-90.107924
Southern Regional Technical College,Thomasville,GA,Thomas ,30.863799,-83.9514
Texas College of Cosmetology-Lubbock,Lubbock,TX,Lubbock ,33.561435,-101.924031
University of Arizona-South,Sierra Vista,AZ,Cochise ,31.567832,-110.245117
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,Summit ,41.143856,-81.470433
Sunstate Academy-Jones Technical Institute,Jacksonville,FL,Duval ,30.20813,-81.561491
Texas State Technical College,Waco,TX,McLennan ,31.639295,-97.08471
Aveda Institute Portland-Vancouver Campus,Vancouver,WA,Clark ,45.643767,-122.603849
Arizona College-Las Vegas,Las Vegas,NV,Clark ,36.1456,-115.171331
Florida Career College,Pembroke Pines,FL,Broward ,26.010968,-80.246116
Florida Career College-West Palm Beach,West Palm Beach,FL,Palm Beach ,26.705217,-80.136749
Florida Career College-Hialeah,Hialeah,FL,Miami-Dade ,25.855552,-80.319292
Florida Career College-Lauderdale Lakes,Lauderdale Lakes,FL,Broward ,26.16574,-80.205267
Florida Career College-Tampa,Tampa,FL,Hillsborough ,27.980705,-82.337004
Florida Career College-Jacksonville,Jacksonville,FL,Duval ,30.19576,-81.751361
Florida Career College-Boynton Beach,Boynton Beach,FL,Palm Beach ,26.54289,-80.092161
Florida Career College-Margate,Margate,FL,Broward ,26.270878,-80.203455
Florida Career College-Orlando,Orlando,FL,Orange ,28.56052,-81.309471
United Education Institute - UEI College - Phoenix,Phoenix,AZ,Maricopa ,33.57026,-112.116121
Florida Career College-Houston Campus,Houston,TX,Harris ,30.022309,-95.431325
Aveda Institute-Madison,Madison,WI,Dane ,43.072676,-89.398711
Husson University,Bangor,ME,Penobscot ,44.829002,-68.791476
Tricoci University of Beauty Culture-Elgin,Elgin,IL,Kane ,42.026819,-88.341498
Concorde Career College-Southaven,Southaven,MS,DeSoto ,34.976181,-89.988876
Universal Technical Institute-Southern California,Long Beach,CA,Los Angeles ,33.826017,-118.145393
Northwest University-College of Adult and Professional Studies,Kirkland,WA,King ,47.657502,-122.195774
Celebrity Barber School,Monroe,LA,Ouachita Parish,32.521718,-92.083641
California Institute of Advanced Management,Alhambra,CA,Los Angeles ,34.082467,-118.15055
Academy of Interactive Entertainment,Lafayette,LA,Lafayette Parish,30.220037,-92.043315
The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,MD,Anne Arundel ,38.980115,-76.543104
Yeshiva Zichron Aryeh,Far Rockaway,NY,Queens ,40.606105,-73.764423
Butte County Regional Occupational Program,Chico,CA,Butte ,39.715283,-121.804024
Arclabs,Piedmont,SC,Anderson ,34.77072,-82.461311
Top of the Line Barber College,Charleston,SC,Charleston ,32.78868,-80.022755
Midfield Institute of Cosmetology,Midfield,AL,Jefferson ,33.463987,-86.908933
American Institute of Alternative Medicine,East Brunswick,NJ,Middlesex ,40.438155,-74.392845
Felbry College School of Nursing,Columbus,OH,Franklin ,40.09578,-82.951066
Beyond The Basics School of Cosmetology,Marshfield,MO,Webster ,37.335219,-92.88573
Regional Center for Border Health,Somerton,AZ,Yuma ,32.596919,-114.711558
B-Unique Beauty and Barber Academy,Greenville,SC,Greenville ,34.844106,-82.365104
Kentucky Horseshoeing School,Richmond,KY,Madison ,37.875066,-84.340899
Tri-State Barber College,Ashland,KY,Boyd ,38.47515,-82.633351
Image Maker Beauty Institute,Hendersonville,TN,Sumner ,36.304927,-86.601706
Dalton Institute of Esthetics and Cosmetology,Dalton,GA,Whitfield ,34.762636,-84.970455
CAAN Academy of Nursing,Matteson,IL,Cook ,41.505272,-87.731726
Martinsburg College,Martinsburg,WV,Berkeley ,39.48705,-77.959701
Alhambra Medical University,Alhambra,CA,Los Angeles ,34.080181,-118.148684
Central Yeshiva Beth Joseph,Brooklyn,NY,Kings ,40.615411,-73.959386
Garden State Science and Technology Institute,Jersey City,NJ,Hudson ,40.734746,-74.059669
Barber Tech Academy,Orangeburg,SC,Orangeburg ,33.492394,-80.856946
Abraham Lincoln University,Glendale,CA,Los Angeles ,34.146294,-118.256726
Construction Training Center,Columbia,SC,Richland ,33.968494,-80.948762
Med Academy,Hialeah,FL,Miami-Dade ,25.89821,-80.35256
Huntington University of Health Sciences,Knoxville,TN,Knox ,36.02788,-83.993531
Sonoran Desert Institute,Tempe,AZ,Maricopa ,33.420286,-111.964106
Northwest Suburban College,Rollng Meadows,IL,Cook ,42.052481,-88.004207
Yeshivas Maharit D'Satmar,Monroe,NY,Orange ,41.33127,-74.159642
Natural Images Beauty College,Clute,TX,Brazoria ,29.026275,-95.400805
Textures Institute of Cosmetology,Indianapolis,IN,Marion ,39.906649,-86.218117
Learning Bridge Career Institute,Houma,LA,Terrebonne Parish,29.598445,-90.74457
PiBerry Institute,Homestead,FL,Miami-Dade ,25.48663,-80.463557
Academy of Cosmetology and Esthetics,Nevada,MO,Vernon ,37.8375,-94.375701
Ea La Mar's Cosmetology & Barber College,Kansas City,MO,Jackson ,39.09844,-94.556313
Regina Webb Academy,Bowling Green,KY,Warren ,36.952887,-86.427834
DeHart Technical School,Modesto,CA,Stanislaus ,37.71339,-120.997781
Medical Career & Technical College,Richmond,KY,Madison ,37.734796,-84.309012
Center for Neurosomatic Studies,Clearwater,FL,Pinellas ,27.897701,-82.714654
Lebanon College of Cosmetology,Lebanon,MO,Laclede ,37.70169,-92.667311
Focus Personal Training Institute,New York,NY,New York ,40.745926,-73.991731
Hair Academy School of Barbering & Beauty,Newark,DE,New Castle ,39.65906,-75.73689
Fosbre Academy of Hair Design,Olympia,WA,Thurston ,47.045259,-122.902077
National Personal Training Institute,Winter Park,FL,Orange ,28.59151,-81.367401
Mission Beauty Institute,Mission,TX,Hidalgo ,26.213855,-98.31205
Elim Bible Institute and College,Lima,NY,Livingston ,42.909692,-77.615151
Beth Medrash of Asbury Park,Lakewood,NJ,Ocean ,40.043705,-74.210816
Hope College of Arts and Sciences,Pompano Beach,FL,Broward ,26.226156,-80.139671
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,Ocean ,40.091,-74.197596
Premier Barber Institute,Norristown,PA,Montgomery ,40.11065,-75.333151
International Beauty Education Center,Airway Heights,WA,Spokane ,47.643215,-117.58908
Claremont Lincoln University,Claremont,CA,Los Angeles ,34.094143,-117.717974
Phipps Academy of Barbering,Richton Park,IL,Cook ,41.485005,-87.705681
Hoss Lee Academy,Roseville,CA,Placer ,38.721897,-121.289487
Indiana Wellness College,Indianapolis,IN,Hamilton ,39.940821,-86.156579
Kenny's Academy of Barbering,Indianapolis,IN,Marion ,39.79644,-86.207551
Seattle Film Institute,Seattle,WA,King ,47.64894,-122.377121
Arkansas Colleges of Health Education,Fort Smith,AR,Sebastian ,35.317421,-94.319084
Burrell College of Osteopathic Medicine,Las Cruces,NM,Doña Ana ,32.278068,-106.737787
California Health Sciences University,Clovis,CA,Fresno ,36.832466,-119.701977
Christian Culinary Academy,Cannon Beach,OR,Clatsop ,45.89961,-123.959303
Glitz School of Cosmetology,Las Cruces,NM,Doña Ana ,32.298355,-106.743159
Indiana Wesleyan University-National & Global,Marion,IN,Grant ,40.510655,-85.677641
Northeast Lakeview College,Universal City,TX,Bexar ,29.545802,-98.323246
Paul Mitchell the School-Jessup,Jessup,MD,Howard ,39.16947,-76.785931
Radiological Technologies University VT,South Bend,IN,St. Joseph ,41.67338,-86.24973
University of Saint Katherine,San Marcos,CA,San Diego ,33.151283,-117.196552
Teachers College of San Joaquin,Stockton,CA,San Joaquin ,37.90797,-121.229911
Totally Cosmo School of Modern Cosmetology,Broken Bow,OK,McCurtain ,34.027834,-94.738026
U.S. Truck Driver Training School,Sterling Heights,MI,Macomb ,42.550239,-83.042997
University of the People,Pasadena,CA,Los Angeles ,34.141906,-118.13353
South Dade Technical College-South Dade Skills Center Campus,Leisure City,FL,Miami-Dade ,25.50406,-80.437371
Wongu University of Oriental Medicine,Las Vegas,NV,Clark ,36.03274,-115.117581
Alabama School of Nail Technology & Cosmetology,Jackson,AL,Clarke ,31.50997,-87.893386
International Diving Institute,North Charleston,SC,Charleston ,32.866359,-79.974521
Tulsa Technology Center,Tulsa,OK,Tulsa ,36.113428,-95.887481
Ross Medical Education Center-Elyria,Elyria,OH,Lorain ,41.386445,-82.105702
Ross Medical Education Center-Lafayette,Lafayette,IN,Tippecanoe ,40.38849,-86.845131
Ross Medical Education Center-Midland,Midland,MI,Midland ,43.641877,-84.258017
Paul Mitchell the School-Webster,Webster,TX,Harris ,29.527723,-95.126497
Paul Mitchell the School-Nampa,Nampa,ID,Canyon ,43.613794,-116.594823
House of Heavilin Beauty College-Academy of Beauty Professionals,Madison,WI,Dane ,43.05541,-89.490781
House of Heavilin Beauty College-Academy of Beauty Professionals,Appleton,WI,Outagamie ,44.266271,-88.461527
House of Heavilin Beauty College-Academy of Beauty Professionals,Green Bay,WI,Brown ,44.52349,-88.097926
Kenneth Shuler School of Cosmetology-Goose Creek,Goose Creek,SC,Berkeley ,33.035472,-80.065725
Clovis Community College,Fresno,CA,Fresno ,36.88686,-119.731261
Boca Beauty Academy-Parkland,Parkland,FL,Broward ,26.321755,-80.203872
American Beauty Academy-West Valley Campus,West Valley City,UT,Salt Lake ,40.692128,-111.938189
Caribbean Aviation Training Institute Inc,Carolina,PR,Carolina Municipio,18.437676,-65.993819
The College of Health Care Professions-McAllen Campus,McAllen,TX,Hidalgo ,26.239856,-98.234872
Institute of Buddhist Studies,Berkeley,CA,Alameda ,37.866732,-122.266105
Chamberlain University-North Carolina,Charlotte,NC,Mecklenburg ,35.13766,-80.931971
Chamberlain University-California,Rancho Cordova,CA,Sacramento ,38.596193,-121.278258
Spartan College of Aeronautics and Technology,Riverside,CA,Riverside ,33.990127,-117.408335
Harris School of Business-Danbury,Danbury,CT,Fairfield ,41.39325,-73.450097
Institute of Beauty Occupations and Technology Course-San Sebastian,San Sebastian,PR,San Sebastián Municipio,18.335857,-67.007092
Milan Institute-Bakersfield West,Bakersfield,CA,Kern ,35.388152,-119.038111
Purdue University Global,Indianapolis,IN,Marion ,39.91844,-86.109501
Purdue University Global-Milwaukee,Milwaukee,WI,Milwaukee ,43.038608,-87.913354
Pima Medical Institute-Dillon,Dillon,MT,Beaverhead ,45.208156,-112.641211
Arthur's Beauty College-Jonesboro,Jonesboro,AR,Craighead ,35.817823,-90.68152
West Coast University-Center for Graduate Studies,Los Angeles,CA,Los Angeles ,34.081505,-118.29131
Piedmont International University,Winston-Salem,NC,Forsyth ,36.087962,-80.250153
National Personal Training Institute-Tampa,Tampa,FL,Hillsborough ,28.02675,-82.528321
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,Los Angeles ,33.88856,-118.047065
HCI College,West Palm Beach,FL,Palm Beach ,26.702663,-80.085147
HCI College - Fort Lauderdale Campus,Fort Lauderdale,FL,Broward ,26.203916,-80.160343
Southern States University,San Diego,CA,San Diego ,32.767544,-117.201297
Great Lakes Truck Driving School,Columbia Station,OH,Lorain ,41.314265,-81.96805
America Evangelical University,Los Angeles,CA,Los Angeles ,34.041239,-118.308661
Gadsden Technical Institute,Quincy,FL,Gadsden ,30.577656,-84.578905
Virginia University of Integrative Medicine,Fairfax,VA,Fairfax ,38.844541,-77.269749
Nashville Film Institute,Nashville,TN,Davidson ,36.135712,-86.748045
Los Angeles Academy of Figurative Art,Van Nuys,CA,Los Angeles ,34.208209,-118.5021
Westcliff University,Irvine,CA,Orange ,33.697112,-117.835761
World Class Academy of Beauty Careers,Tallahassee,FL,Leon ,30.412845,-84.2909
Allied Health Careers Institute,Murfreesboro,TN,Rutherford ,35.827799,-86.391495
Sacramento Ultrasound Institute,Sacramento,CA,Sacramento ,38.604405,-121.383597
Medical Prep Institute of Tampa Bay,Tampa,FL,Hillsborough ,28.033188,-82.43286
Elite Institute of Cosmetology,Portsmouth,OH,Scioto ,38.745552,-82.994163
Regan Career Institute,El Monte,CA,Los Angeles ,34.070176,-118.030152
Bolivar Technical College,Bolivar,MO,Polk ,37.623766,-93.421572
Baldy View Regional Occupational Program,Ontario,CA,San Bernardino ,34.046457,-117.636712
MAK Beauty Institute,Cumming,GA,Forsyth ,34.186371,-84.143912
Reformed University,Lawrenceville,GA,Gwinnett ,33.971966,-84.07814
Mobile Technical Training,South Hackensack,NJ,Bergen ,40.857008,-74.04968
American Barber Academy,Reading,PA,Berks ,40.32229,-75.930347
Master's Barber & Styling College,Old Hickory,TN,Wilson ,36.219691,-86.571436
Yeshiva Shaar Ephraim,Monsey,NY,Rockland ,41.116935,-74.060858
California Institute of Arts & Technology,San Diego,CA,San Diego ,32.770776,-117.134199
"Elite Cosmetology, Barber & Spa Academy",Yakima,WA,Yakima ,46.584032,-120.54382
Cutting Edge Academy,Succasunna,NJ,Morris ,40.86887,-74.644718
Yeshiva Bais Aharon,Lakewood,NJ,Ocean ,40.101002,-74.203094
Mechon L'hoyroa,Monsey,NY,Rockland ,41.117029,-74.058177
My Beauty & Barber College,Sacramento,CA,Sacramento ,38.473648,-121.431533
Elyon College,Brooklyn,NY,Kings ,40.611081,-73.980593
C. Alexander School of Cosmetology,Little Rock,AR,Pulaski ,34.719184,-92.342778
Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,MI,Kalamazoo ,42.289571,-85.57943
Harmony Health Care Institute,Merrimack,NH,Hillsborough ,42.804167,-71.488336
American Beauty Schools,Miami,FL,Miami-Dade ,25.761572,-80.327707
Hogan Institute of Cosmetology and Esthetics,Lilburn,GA,Gwinnett ,33.896591,-84.141162
J's Barber College,New Iberia,LA,Iberia Parish,29.993445,-91.829017
Ann Webb Skin Institute,Austin,TX,Travis ,30.419687,-97.751895
Apex Academy Hair Skin Nails School of Cosmetology,Ontario,OH,Richland ,40.771672,-82.577702
The Esthetic Institute,Vienna,VA,Fairfax ,38.914385,-77.234171
Kor Beauty Academy,Peoria,AZ,Maricopa ,33.634726,-112.220934
EduMed Partners,Goodlettsville,TN,Davidson ,36.299536,-86.700979
Massage Institute of Memphis,Memphis,TN,Shelby ,35.134871,-89.992526
Metro Detroit Barber College,Detroit,MI,Wayne ,42.416931,-83.145979
Digital Media Institute at InterTech,Shreveport,LA,Caddo Parish,32.480613,-93.771686
Yeshiva Ohr Naftoli,New Windsor,NY,Orange ,41.456984,-74.046291
